Accession,Gene ID,Description,Taxonomy,Protein FDR Confidence: Combined,Missing values,Log10(S/N),# Unique Peptides,Log2(WT/Mock),p_WT/Mock,q_WT/Mock,Log2(ΔVif/Mock),p_ΔVif/Mock,q_ΔVif/Mock,Log2(WT/ΔVif),p_WT/ΔVif,q_WT/ΔVif,A_Mock,B_Mock,C_Mock,A_WT,B_WT,C_WT,A_ΔVif,B_ΔVif,C_ΔVif
Q8WUI4,HDAC7,Histone deacetylase 7,Homo sapiens,High,0,3.76732658078292,11,0.105238482148544,0.45273637989708,0.715748404388606,0.183789325653935,0.205163059903588,0.456975891891924,-0.078482999541112,0.573989763139284,0.999925600286854,631.9,646.7,540.5,734.1,669.6,559.5,737.6,736.8,595.6
Q9BY41,HDAC8,Histone deacetylase 8,Homo sapiens,High,0,3.29880942652958,5,-0.051535520674337,0.762438389055774,0.897872555440182,0.035767010198366,0.832582473323639,0.921899071488279,-0.087175550851329,0.60955255250115,0.999925600286854,269.3,189.1,209.2,236.5,215.4,188,262.1,191.2,229
Q7Z4H3,HDDC2,HD domain-containing protein 2,Homo sapiens,High,0,4.10969326378305,11,0.043359069548627,0.80219166164417,0.915437351000451,0.033750670883405,0.844264822544242,0.928279674243857,0.009225892019585,0.956684554619793,0.999925600286854,1698.9,1452.8,1097.2,1606.6,1416.9,1301.1,1499.7,1552.6,1247.6
Q8N4P3,HDDC3,"Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1",Homo sapiens,High,0,3.84957295612903,5,0.109515778111415,0.198037739054965,0.480083218023269,0.078934864310036,0.34210691379909,0.590325542130279,0.030064796913416,0.706461494394805,0.999925600286854,776.9,746.5,731.4,832.7,859.3,744.4,778.4,788.1,814.8
P51858,HDGF,Hepatoma-derived growth factor,Homo sapiens,High,0,4.7265911141992,22,-0.206335513737816,0.05873107490414,0.250313250848667,-0.159796400466911,0.128223843698512,0.354551323885786,-0.046615977897466,0.632952709206309,0.999925600286854,6793.3,6266.3,6217.5,6146.6,5715.2,4901,5645.1,5783.7,5814.6
Q7Z4V5,HDGFRP2,Hepatoma-derived growth factor-related protein 2,Homo sapiens,High,0,4.2944022897805,13,-0.016533969245866,0.835048026308523,0.929651568529552,0.029214678514948,0.720849528217437,0.861864002266498,-0.045860614001908,0.574269869795768,0.999925600286854,2246.6,2057.2,2242.8,2159.7,2122.9,2182.4,2236.2,2071.7,2377.6
Q9Y3E1,HDGFRP3,Hepatoma-derived growth factor-related protein 3,Homo sapiens,High,0,3.50788284567068,3,0.453964627092159,0.041445890275541,0.205709145018838,0.56433914264752,0.016344892477696,0.112307060052214,-0.109669766204725,0.576078835541672,0.999925600286854,279,214.8,351.3,423.6,361.2,353.8,438.1,336.1,462.3
Q9H0R4,HDHD2,Haloacid dehalogenase-like hydrolase domain-containing protein 2,Homo sapiens,High,0,4.03620557132815,8,0.131938795463673,0.427917460734841,0.695662489309229,-0.073861221781908,0.654113717011358,0.824911118599785,0.206041990031848,0.228667289661784,0.999925600286854,1078,1314.9,1162.1,1312.1,1257.8,1314.5,1091.9,1439,899.1
Q9BSH5,HDHD3,Haloacid dehalogenase-like hydrolase domain-containing protein 3,Homo sapiens,High,0,3.54327317891328,7,0.081209911600885,0.553922378468393,0.786856279397689,0.230031383480079,0.115226626219932,0.334426256437764,-0.149312567585393,0.286496412220825,0.999925600286854,359.5,374.8,342.7,346.9,393.7,400,342.2,449.9,483.9
Q00341,HDLBP,Vigilin,Homo sapiens,High,0,4.96442181196476,55,-0.059474953508878,0.521147991683858,0.767236124399347,-0.017117746966694,0.849750886440024,0.930472988824703,-0.042418900299736,0.647566512566824,0.999925600286854,9503.4,10783.1,10985.3,9589.9,10097,10291.2,10437.4,9562.4,10884.7
A0A024R4E5,HDLBP,"High density lipoprotein binding protein (Vigilin), isoform CRA_a",Homo sapiens,High,0,2.52943035436699,7,-0.079622644871657,0.637022250391403,0.836210551073491,-0.216332733567715,0.219606851753899,0.475177661539211,0.138130626021425,0.42631213461922,0.999925600286854,31.3,47,43.1,38.7,37.1,37.4,35,29.1,39.7
Q9H583,HEATR1,HEAT repeat-containing protein 1,Homo sapiens,High,0,4.99259283671232,73,-0.13110501937087,0.178495469307928,0.454861014328056,-0.130955343098916,0.177855314954658,0.423878519377089,0.000188841525667,0.998131560540637,0.999925600286854,12600.3,11554.6,10656.3,11309.4,10613.7,9848.4,10875.9,10620.2,10230.1
Q7Z4Q2,HEATR3,HEAT repeat-containing protein 3,Homo sapiens,High,0,4.55734235526652,23,-0.151333423325378,0.292353575545877,0.579240751729215,-0.243636015487738,0.105733544131529,0.319342898570329,0.092227880850506,0.510949521022833,0.999925600286854,4415.6,4791,3921,4124.2,4251.6,3454.4,3894.7,4116.3,3117.5
Q86WZ0,HEATR4,HEAT repeat-containing protein 4,Homo sapiens,Medium,0,3.33677983298364,1,0.642443322982841,0.008425008632865,0.08253593678056,0.390361986758687,0.070096586105418,0.25527928563029,0.251638030713046,0.217013258288775,0.999925600286854,179.1,205.5,171.8,302.4,302.4,262.7,235.3,327.8,184.6
Q9P2D3,HEATR5B,HEAT repeat-containing protein 5B,Homo sapiens,High,0,4.38805499757219,40,0.026588917356645,0.731066944857248,0.882960356419811,0.028987472820187,0.709217816369619,0.854110734625606,-0.002619647693616,0.976430177499207,0.999925600286854,2612.7,2847.9,2583.4,2603.7,2790.7,2796.5,2683.8,2840.9,2677.8
Q6AI08,HEATR6,HEAT repeat-containing protein 6,Homo sapiens,High,0,3.92529661754886,17,-0.17728072787665,0.182130069948759,0.459241389105315,-0.218932349405532,0.109119408210924,0.324008539444742,0.041809216469883,0.745161489489751,0.999925600286854,882.5,980.6,1222.1,881.7,856.3,967.8,834.6,866.2,927.9
Q9NRV9,HEBP1,Heme-binding protein 1,Homo sapiens,High,0,4.1224616357906,11,0.280953681941345,0.00758721246127,0.077706460860517,0.309829046305604,0.004433940577579,0.052064762856887,-0.02915251576989,0.730910970519303,0.999925600286854,1333,1300.6,1204,1498.5,1533.8,1629.2,1475.9,1637.3,1645.2
Q9Y5Z4,HEBP2,Heme-binding protein 2,Homo sapiens,High,0,4.12699783207437,9,0.198284751206982,0.099460282070284,0.331597111754415,0.115664448397012,0.310562176824626,0.564586493459193,0.082706069400022,0.462516472005098,0.999925600286854,1421.2,1290.7,1427.7,1516.2,1436.3,1816,1622.9,1409,1456.7
Q9UBI9,HECA,Headcase protein homolog,Homo sapiens,High,0,3.76516916431178,11,0.041531481653101,0.61367111275378,0.824535933190863,0.0549822472395,0.502635757891462,0.725772695888262,-0.013969773317852,0.864457981941361,0.999925600286854,645.6,614,637.5,623.6,695.3,634.9,616.4,685.7,670.3
Q9ULT8,HECTD1,E3 ubiquitin-protein ligase HECTD1,Homo sapiens,High,0,4.29538894771593,32,0.33556959058906,0.063471865420242,0.261426499062059,0.371789013761646,0.043766828969849,0.192933019019576,-0.036382307306451,0.822215988642292,0.999925600286854,1592.8,2387.4,1634.2,2205.2,2610.5,2167.9,2267,2523.5,2353.4
Q5T447,HECTD3,E3 ubiquitin-protein ligase HECTD3,Homo sapiens,High,0,4.15135759052659,19,0.037971545312611,0.702864587451925,0.869169910579564,0.02730991768384,0.781166544164407,0.894015178387394,0.010141215982671,0.916640095183306,0.999925600286854,1480.9,1515.7,1652.9,1580.7,1711.9,1482.5,1610.2,1433.3,1701.5
Q9Y4D8,HECTD4,Probable E3 ubiquitin-protein ligase HECTD4,Homo sapiens,High,0,3.92903044165288,25,0.191818518460094,0.106498182146803,0.344357173522477,0.282189671299403,0.027566934050392,0.147118437483737,-0.090666289802397,0.420415988751164,0.999925600286854,800.5,816.1,909.3,899.9,933.9,1053.8,939.7,984.2,1155
J3KPF0,HECTD4,Probable E3 ubiquitin-protein ligase HECTD4,Homo sapiens,High,0,2.81557774832427,5,0.105806956758693,0.561341989254144,0.792329127827026,0.09928015488975,0.584166869164797,0.779747849523005,0.007431503509586,0.972454333757758,0.999925600286854,69.7,78.6,59,61.5,72,90.9,66.1,68.7,87.5
Q9ULI3,HEG1,Protein HEG homolog 1,Homo sapiens,High,0,2.94899945402695,1,0.406645547809687,0.356235833578595,0.639428728561931,0.762799856856806,0.102834280620818,0.315839782793524,-0.355474625703063,0.418227629520023,0.999925600286854,111.7,80,38.6,136.4,99.5,59.3,149.2,121.7,92.8
Q8NG08,HELB,DNA helicase B,Homo sapiens,High,0,4.18083668701931,24,0.194406632460487,0.027725705992169,0.163872779717904,0.174626404104634,0.043071880278619,0.191321811641643,0.019725975433429,0.79056680110979,0.999925600286854,1579.9,1559.9,1492,1724.5,1783.1,1793,1750.5,1844.4,1637.5
Q9NRZ9,HELLS,Lymphoid-specific helicase,Homo sapiens,High,0,4.6874620729302,35,-0.213503586704216,0.382444807600842,0.659271282408743,-0.241031958717436,0.327743515782242,0.579048658357737,0.027557272285986,0.909394827603121,0.999925600286854,4580.7,6367.1,7006.8,4274.1,4974.7,6161.6,4091.9,4475.5,6760.1
Q8TDG4,HELQ,Helicase POLQ-like,Homo sapiens,High,0,3.25861334080274,5,-0.108410863751429,0.167557779497261,0.440033045887849,-0.09862643321019,0.20644288900829,0.45869078529176,-0.010382329202447,0.891258075965334,0.999925600286854,220,211.3,202.7,187.9,197.7,202.3,190.9,196.9,204.2
P42694,HELZ,Probable helicase with zinc finger domain,Homo sapiens,High,0,4.32580085766442,39,0.125647102115982,0.266586748184363,0.556654902725896,0.149508243174802,0.19272995662189,0.442458879793663,-0.02347677249521,0.82704015051853,0.999925600286854,2261.9,2164,2174.9,2509.7,2494.2,2208.6,2662.3,2597.7,2100.6
Q9BYK8,HELZ2,Helicase with zinc finger domain 2,Homo sapiens,High,0,3.42865304526201,9,0.374303719872574,0.201497697896302,0.483275771202066,0.519680949263037,0.08834938851467,0.291679006000948,-0.145730294658631,0.603814676451631,0.999925600286854,273.4,262.1,179.6,337.2,382.3,217.3,388.2,397.1,246
Q9BXL5,HEMGN,Hemogen,Homo sapiens,High,0,3.53635639814737,7,0.19134195656962,0.657592761509828,0.847193823903252,0.178238315659842,0.679708316697271,0.841858139044148,0.013422904588967,0.975356599147098,0.999925600286854,448.9,197.5,410.7,551.1,328.3,299.7,545.9,223,433.3
Q9Y5R4,HEMK1,HemK methyltransferase family member 1,Homo sapiens,High,0,3.07845681805329,3,-0.010109069543501,0.922333281973184,0.969560469076475,0.400657072724516,0.004116835610989,0.049667447460424,-0.411531470449212,0.00355039002155,0.999925600286854,132,121.3,108.6,118.8,127.1,112.7,161.1,144.2,172.2
Q15751,HERC1,Probable E3 ubiquitin-protein ligase HERC1,Homo sapiens,High,0,4.33831303320297,40,0.026067206879041,0.751694088819375,0.893128583625882,0.016488728321732,0.838165860308482,0.924927310541967,0.009482283663693,0.910164308768007,0.999925600286854,2263.4,2519.7,2412,2276.4,2552.7,2496.6,2361.8,2461.8,2448.4
O95714,HERC2,E3 ubiquitin-protein ligase HERC2,Homo sapiens,High,0,4.61881240994516,69,-0.03192107771433,0.751444987860551,0.893128583625882,0.025850982424365,0.797568734006949,0.902782112688689,-0.057474878225821,0.569323660281946,0.999925600286854,4338.4,4707.6,4815.4,4287.5,4452.8,4820.2,4427.2,4417.1,5306.9
Q15034,HERC3,Probable E3 ubiquitin-protein ligase HERC3,Homo sapiens,High,0,3.75065493487096,10,0.535624238635917,0.018505636968966,0.131574031642729,0.528693260295703,0.019573065962371,0.123845406574855,0.006514940752082,0.972709178293031,0.999925600286854,501.4,486.2,445.5,758.6,757.7,575,765.1,827.2,515.2
Q5GLZ8,HERC4,Probable E3 ubiquitin-protein ligase HERC4,Homo sapiens,High,0,4.51155584629069,34,0.07299277407392,0.494720132552702,0.749666362129741,0.004047076484308,0.969483872603725,0.98560532176206,0.068683939256839,0.518229627621062,0.999925600286854,3509.4,3303.2,3811.1,3514.9,3462.2,4227.9,3342.4,3747.3,3557.1
Q9UII4,HERC5,E3 ISG15--protein ligase HERC5,Homo sapiens,High,0,4.55959305413531,29,0.712553292968654,0.00752804517911,0.077463662955992,0.600367061051644,0.017749234009495,0.117814726878122,0.112084163734431,0.59726647602381,0.999925600286854,2810.6,3317.8,2528.7,4306.2,6122.2,3939.4,3937.6,5553.5,3757.8
Q8IVU3,HERC6,Probable E3 ubiquitin-protein ligase HERC6,Homo sapiens,High,0,3.52139962811537,5,0.474027303127178,0.043704217122088,0.212003410941496,0.552990205988083,0.023346036625331,0.134449005541265,-0.078706614570643,0.705792989186929,0.999925600286854,297.7,336.4,227.5,342.2,447.1,399.5,348.3,542.6,380.7
Q15011,HERPUD1,Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein,Homo sapiens,High,0,3.49611284942527,4,-0.129808529142917,0.547896698478439,0.78328209738587,-0.321510037348132,0.156958674906152,0.39805407895029,0.191661841400239,0.380070403777571,0.999925600286854,306.9,411.1,433.6,302.1,299.9,461.1,290.2,265.9,363.3
Q9BSE4,HERPUD2,Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 2 protein,Homo sapiens,Medium,0,3.28643401340209,1,0.460178088259726,0.00597752930222,0.067720716583647,0.239002468792694,0.093832188392257,0.301187626609452,0.220792613867073,0.117298539183651,0.999925600286854,164.3,189.3,189,233.4,222,295.2,228.5,219.9,192.3
P06865,HEXA,Beta-hexosaminidase subunit alpha,Homo sapiens,High,0,4.30870310955114,14,0.268911433116173,0.023999463870133,0.150860629907742,0.314331659137973,0.011659949999101,0.092888822683052,-0.045600683751286,0.660114274133195,0.999925600286854,1844.9,2032.8,2018.2,2243.5,2290.3,2579.7,2184.9,2534.8,2627.4
P07686,HEXB,Beta-hexosaminidase subunit beta,Homo sapiens,High,0,4.44669557179111,14,0.292140510143085,0.021233256875682,0.142462574282282,0.30691436504134,0.016928012386176,0.114700977608947,-0.014955179764762,0.890095622809083,0.999925600286854,2499.9,2502.3,3102.7,3131.6,3361.3,3384.9,3270.4,3146.7,3570.4
Q8WVB3,HEXDC,Hexosaminidase D,Homo sapiens,High,0,3.53601523489358,5,0.183546449246693,0.278474887413008,0.567328058575882,0.210044988317817,0.218958418048681,0.474904879590172,-0.026272125039355,0.869494294528665,0.999925600286854,354.4,378.4,307.1,399.2,411.7,366.8,429.2,478.6,310.3
O94992,HEXIM1,Protein HEXIM1,Homo sapiens,High,0,3.83977334262742,6,-0.141924887382257,0.285720381157269,0.5722274320855,-0.048307381334071,0.707222099758566,0.853938795322389,-0.093820966009527,0.473278220582355,0.999925600286854,769.2,816.3,812,708.3,702.5,763.3,642.7,777,923.4
Q9BTY7,HGH1,Protein HGH1 homolog,Homo sapiens,High,0,4.13286139171138,10,-0.074129795252636,0.535499486762362,0.77575085673392,0.011613485100188,0.921839355291599,0.963176006977979,-0.085835067005939,0.475311157568685,0.999925600286854,1521.5,1418.8,1643.3,1449.1,1383.2,1516.8,1471.8,1363.8,1810.5
O14964,HGS,Hepatocyte growth factor-regulated tyrosine kinase substrate,Homo sapiens,High,0,4.39252812583252,19,-0.009041845654796,0.936672072048794,0.974874917911084,-0.043807955803729,0.707951362406379,0.853938795322389,0.034178336175654,0.767262582136104,0.999925600286854,2418.7,2865,3062.1,2718.9,3013.4,2540.5,2470.7,2749.7,2851.4
Q68CP4,HGSNAT,Heparan-alpha-glucosaminide N-acetyltransferase,Homo sapiens,Medium,0,2.09691001300806,1,0.255627248243697,0.297314747499509,0.58459271277849,0.179297178372447,0.454264218431573,0.68800650957563,0.078443180966089,0.752411662619946,0.999925600286854,9.8,14.7,13,14.9,14.9,14.3,10.3,13.4,19.7
P31937,HIBADH,"3-hydroxyisobutyrate dehydrogenase, mitochondrial",Homo sapiens,High,0,3.85224814538094,9,0.354997864084179,0.041107513111684,0.204601568127507,0.351563666994243,0.042715126316375,0.19041030712241,0.003592112751506,0.981517968955654,0.999925600286854,583.1,602.6,830.7,825.1,812.5,911.1,792.4,789.5,969.2
Q6NVY1,HIBCH,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",Homo sapiens,High,0,4.50975210151952,17,0.239516264335258,0.054724494421227,0.240527430974072,0.321039927237581,0.016316844673239,0.112307060052214,-0.080869431190653,0.470339816542852,0.999925600286854,3337.9,2732,3379,3763.8,3602.8,3740,4000.1,3525,4260.3
Q9NWT6,HIF1AN,Hypoxia-inducible factor 1-alpha inhibitor,Homo sapiens,High,0,3.98157852405982,8,0.038870507632275,0.702431325325612,0.868980950736463,0.04526807268644,0.656853134170476,0.826470287224173,-0.006491024972842,0.949611085588378,0.999925600286854,957.6,1034.4,1143.1,1086.7,1150.6,981.8,1109.3,1002.3,1118.9
Q53FT3,HIKESHI,Protein Hikeshi,Homo sapiens,High,0,3.48257347388392,4,-0.134762610430324,0.312727472569927,0.599223991558281,0.096893187485337,0.461547425273041,0.695325386309763,-0.231254134163759,0.099991392812948,0.999925600286854,406.2,336.7,283.3,287.5,321.3,316.9,358.7,353.1,374.2
Q9Y5L2,HILPDA,Hypoxia-inducible lipid droplet-associated protein,Homo sapiens,High,0,2.70035752782266,1,1.70610459494304,0.015025103858347,0.11705804026569,1.83959883013319,0.010367675648576,0.086676527879494,-0.133156866468498,0.818660732401171,0.999925600286854,21.4,16.3,19.6,91.6,110.4,23.5,85.4,94.6,38.8
Q9BQA5,HINFP,Histone H4 transcription factor,Homo sapiens,High,0,2.86498546065979,3,-0.406858854167117,0.023215207240379,0.148587382225905,-0.036725446095393,0.809456929389108,0.909601154517444,-0.369284343061934,0.034602189546405,0.999925600286854,81.5,90.9,95,77.2,61.1,64,87.2,71.9,104
P49773,HINT1,Histidine triad nucleotide-binding protein 1,Homo sapiens,High,0,4.32534527813892,11,-0.006252955839767,0.942846148386723,0.977754023707255,-0.086864554318447,0.358129691368158,0.607122327598872,0.080616483879923,0.394110948588264,0.999925600286854,2327.4,2594,2281.6,2229.3,2414.1,2524.6,2158.3,2430.2,2192.2
Q9BX68,HINT2,"Histidine triad nucleotide-binding protein 2, mitochondrial",Homo sapiens,High,0,4.04209882633779,5,0.358268144609258,0.005600052973118,0.064976867940075,0.372572642321592,0.004484017229691,0.052442728105235,-0.014504273250567,0.885573306485716,0.999925600286854,955.4,989.6,1138.9,1305,1374.9,1263.7,1352.1,1209.7,1428.6
Q9NQE9,HINT3,Histidine triad nucleotide-binding protein 3,Homo sapiens,High,0,3.39176406508444,5,0.229964134738112,0.041129684189816,0.204601568127507,0.32543992709548,0.008348745599632,0.075854563583429,-0.096079778021257,0.342036806882216,0.999925600286854,234.9,239.1,244.2,267.4,278.7,296.5,285.5,276.2,342.2
O00291,HIP1,Huntingtin-interacting protein 1,Homo sapiens,High,0,3.9612217000136,14,0.393713674984325,0.070452422870996,0.276080946159234,0.291732386031328,0.162076524947747,0.404657112793077,0.10168635084905,0.606278601148294,0.999925600286854,641.7,991.4,975.6,1021.5,1277,1079,873.3,1199.5,1086.8
O75146,HIP1R,Huntingtin-interacting protein 1-related protein,Homo sapiens,High,0,4.45951160081243,30,0.085972994659751,0.493916835665052,0.748836160950549,0.133751702438143,0.298403650700257,0.55275065457219,-0.047476456497703,0.704335357908636,0.999925600286854,3217.4,3334.5,2590.7,3297,3504.7,2878.4,3554.9,3322.8,3107.5
Q86Z02,HIPK1,Homeodomain-interacting protein kinase 1,Homo sapiens,High,0,2.79899573444388,2,-0.333646338092824,0.112535656066177,0.357261876093176,-0.284743258894231,0.166935304824996,0.409767235817986,-0.049175053217411,0.802785066897426,0.999925600286854,63.7,81.5,96.3,61.7,76.3,53.1,63.2,57.2,76.5
P54198,HIRA,Protein HIRA,Homo sapiens,High,0,4.01983467152399,16,0.101601468938983,0.168690997669932,0.44075404026717,0.034694743026577,0.620657432817602,0.801686315410605,0.067028627967617,0.349422258843279,0.999925600286854,1095.9,1163.9,1119.9,1198.3,1174,1254.2,1171.8,1143.3,1146
Q9BW71,HIRIP3,HIRA-interacting protein 3,Homo sapiens,High,0,4.29619774320756,11,-0.119559392975806,0.360670605071978,0.643793061143698,-0.016339071853402,0.898102301972665,0.952122679104338,-0.102838424070394,0.427058570101125,0.999925600286854,2248.5,2407.9,2124.1,2103.7,2103.9,2026.2,1851.6,2282,2630.8
Q02539,HIST1H1A,Histone H1.1,Homo sapiens,High,0,3.80433710382602,7,0.056328351985246,0.693094184060286,0.864034493098542,-0.049113332819674,0.7338142420892,0.868509791303258,0.10536617283665,0.467857225661461,0.999925600286854,747.9,723,641.7,768.9,605,839.9,698.2,750,598.3
P16401,HIST1H1B,Histone H1.5,Homo sapiens,High,0,5.0172199623047,25,0.051687156681807,0.75960664995344,0.896445679040537,-0.196496799945474,0.263777204623701,0.520478425000473,0.248131801273931,0.166509372873092,0.999925600286854,11546.8,11277.8,12704.4,13297.8,9596.3,14442.5,11822.1,10498,8859
